system,experiment,request_id,is_cold,client_us,network_rtt_us,function_exec_us,overhead_us,pct_network,pct_function,pct_overhead
Boki,latency-dist,0053000d0000010a,False,4341,212.0,1628,2501.0,4.9,37.5,57.6
Boki,latency-dist,0053000e0000008b,False,4627,247.0,2321,2059.0,5.3,50.2,44.5
Boki,latency-dist,0053000d0000010b,False,7500,194.0,4422,2884.0,2.6,59.0,38.5
Boki,latency-dist,0053000e0000008c,False,7289,219.0,4696,2374.0,3.0,64.4,32.6
Boki,latency-dist,0053000d0000010c,False,8281,186.0,1328,6767.0,2.2,16.0,81.7
Boki,latency-dist,009a000e00000038,False,9754,200.0,7371,2183.0,2.1,75.6,22.4
Boki,latency-dist,009a001100000038,False,12273,459.0,8360,3454.0,3.7,68.1,28.1
Boki,latency-dist,009a00100000003b,False,11310,185.0,8361,2764.0,1.6,73.9,24.4
Boki,latency-dist,009a000f00000033,False,10297,180.0,7279,2838.0,1.7,70.7,27.6
Boki,latency-dist,009a000d000000b9,False,13205,217.0,8926,4062.0,1.6,67.6,30.8
Boki,latency-dist,0053000d0000010d,False,6006,380.0,3623,2003.0,6.3,60.3,33.3
Boki,latency-dist,0053000e0000008d,False,6479,221.0,3812,2446.0,3.4,58.8,37.8
Boki,latency-dist,0053000d0000010e,False,6989,355.0,2508,4126.0,5.1,35.9,59.0
Boki,latency-dist,0053000e0000008e,False,6732,186.0,1964,4582.0,2.8,29.2,68.1
Boki,latency-dist,009a001100000039,False,8607,178.0,5868,2561.0,2.1,68.2,29.8
Boki,latency-dist,009a000f00000034,False,9923,345.0,6599,2979.0,3.5,66.5,30.0
Boki,latency-dist,009a000d000000ba,False,10915,263.0,8615,2037.0,2.4,78.9,18.7
Boki,latency-dist,0053000d0000010f,False,9036,176.0,2271,6589.0,1.9,25.1,72.9
Boki,latency-dist,009a00100000003c,False,10270,257.0,6487,3526.0,2.5,63.2,34.3
Boki,latency-dist,009a000e00000039,False,10188,201.0,6344,3643.0,2.0,62.3,35.8
Boki,latency-dist,0053000e0000008f,False,7596,194.0,6295,1107.0,2.6,82.9,14.6
Boki,latency-dist,0053000d00000110,False,9184,296.0,7220,1668.0,3.2,78.6,18.2
Boki,latency-dist,0053000e00000090,False,8361,189.0,1399,6773.0,2.3,16.7,81.0
Boki,latency-dist,009a000e0000003a,False,9989,179.0,7500,2310.0,1.8,75.1,23.1
Boki,latency-dist,009a00100000003d,False,10945,372.0,7530,3043.0,3.4,68.8,27.8
Boki,latency-dist,009a00110000003a,False,10566,204.0,6895,3467.0,1.9,65.3,32.8
Boki,latency-dist,0053000d00000111,False,11758,196.0,3369,8193.0,1.7,28.7,69.7
Boki,latency-dist,009a000f00000035,False,12503,174.0,8366,3963.0,1.4,66.9,31.7
Boki,latency-dist,0053000e00000091,False,11476,195.0,3133,8148.0,1.7,27.3,71.0
Boki,latency-dist,009a000d000000bb,False,11686,247.0,9486,1953.0,2.1,81.2,16.7
Boki,latency-dist,0053000d00000112,False,5410,193.0,3762,1455.0,3.6,69.5,26.9
Boki,latency-dist,0053000e00000092,False,7450,237.0,5323,1890.0,3.2,71.4,25.4
Boki,latency-dist,009a000e0000003b,False,8334,187.0,4922,3225.0,2.2,59.1,38.7
Boki,latency-dist,0053000d00000113,False,9721,213.0,3053,6455.0,2.2,31.4,66.4
Boki,latency-dist,0053000e00000093,False,7957,338.0,3186,4433.0,4.2,40.0,55.7
Boki,latency-dist,0053000d00000114,False,10377,201.0,2233,7943.0,1.9,21.5,76.5
Boki,latency-dist,009a000f00000036,False,11938,198.0,9406,2334.0,1.7,78.8,19.6
Boki,latency-dist,009a00110000003b,False,12273,246.0,8837,3190.0,2.0,72.0,26.0
Boki,latency-dist,009a000d000000bc,False,13737,187.0,10559,2991.0,1.4,76.9,21.8
Boki,latency-dist,009a00100000003e,False,12564,200.0,8244,4120.0,1.6,65.6,32.8
Boki,latency-dist,0053000e00000094,False,8328,302.0,5929,2097.0,3.6,71.2,25.2
Boki,latency-dist,0053000d00000115,False,9788,213.0,6584,2991.0,2.2,67.3,30.6
Boki,latency-dist,0053000e00000095,False,11969,240.0,1911,9818.0,2.0,16.0,82.0
Boki,latency-dist,009a00110000003c,False,11405,212.0,7838,3355.0,1.9,68.7,29.4
Boki,latency-dist,009a000d000000bd,False,12700,291.0,8736,3673.0,2.3,68.8,28.9
Boki,latency-dist,0053000d00000116,False,12063,425.0,2111,9527.0,3.5,17.5,79.0
Boki,latency-dist,009a000f00000037,False,13920,192.0,8194,5534.0,1.4,58.9,39.8
Boki,latency-dist,009a00100000003f,False,11900,228.0,9076,2596.0,1.9,76.3,21.8
Boki,latency-dist,009a000e0000003c,False,13225,196.0,7895,5134.0,1.5,59.7,38.8
Boki,latency-dist,0053000e00000096,False,12874,187.0,2598,10089.0,1.5,20.2,78.4
Boki,latency-dist,0053000e00000097,False,4653,371.0,1672,2610.0,8.0,35.9,56.1
Boki,latency-dist,0053000d00000117,False,4569,190.0,1508,2871.0,4.2,33.0,62.8
Boki,latency-dist,0053000d00000118,False,5355,190.0,1988,3177.0,3.5,37.1,59.3
Boki,latency-dist,0053000e00000098,False,6959,354.0,2727,3878.0,5.1,39.2,55.7
Boki,latency-dist,0053000d00000119,False,7141,192.0,2074,4875.0,2.7,29.0,68.3
Boki,latency-dist,009a000f00000038,False,10290,256.0,5767,4267.0,2.5,56.0,41.5
Boki,latency-dist,009a000e0000003d,False,10734,332.0,7555,2847.0,3.1,70.4,26.5
Boki,latency-dist,009a001000000040,False,9928,315.0,6228,3385.0,3.2,62.7,34.1
Boki,latency-dist,009a000d000000be,False,11795,281.0,6790,4724.0,2.4,57.6,40.1
Boki,latency-dist,009a00110000003d,False,11499,370.0,6578,4551.0,3.2,57.2,39.6
Boki,latency-dist,0053000d0000011a,False,4515,322.0,1221,2972.0,7.1,27.0,65.8
Boki,latency-dist,0053000e00000099,False,6726,317.0,1660,4749.0,4.7,24.7,70.6
Boki,latency-dist,0053000d0000011b,False,7386,201.0,2428,4757.0,2.7,32.9,64.4
Boki,latency-dist,0053000e0000009a,False,7515,258.0,1253,6004.0,3.4,16.7,79.9
Boki,latency-dist,0053000d0000011c,False,8348,266.0,2292,5790.0,3.2,27.5,69.4
Boki,latency-dist,009a000d000000bf,False,11078,208.0,6640,4230.0,1.9,59.9,38.2
Boki,latency-dist,009a00110000003e,False,11857,231.0,7955,3671.0,1.9,67.1,31.0
Boki,latency-dist,009a001000000041,False,11657,280.0,6465,4912.0,2.4,55.5,42.1
Boki,latency-dist,009a000e0000003e,False,11394,173.0,5276,5945.0,1.5,46.3,52.2
Boki,latency-dist,009a000f00000039,False,12910,295.0,6470,6145.0,2.3,50.1,47.6
Boki,latency-dist,0053000e0000009b,False,5510,243.0,1334,3933.0,4.4,24.2,71.4
Boki,latency-dist,0053000d0000011d,False,5993,281.0,1955,3757.0,4.7,32.6,62.7
Boki,latency-dist,0053000d0000011e,False,9077,276.0,3972,4829.0,3.0,43.8,53.2
Boki,latency-dist,0053000e0000009c,False,10007,313.0,4675,5019.0,3.1,46.7,50.2
Boki,latency-dist,009a000f0000003a,False,12305,435.0,9118,2752.0,3.5,74.1,22.4
Boki,latency-dist,0053000d0000011f,False,10428,256.0,1458,8714.0,2.5,14.0,83.6
Boki,latency-dist,009a001000000042,False,12463,443.0,6386,5634.0,3.6,51.2,45.2
Boki,latency-dist,009a000e0000003f,False,13582,298.0,8731,4553.0,2.2,64.3,33.5
Boki,latency-dist,009a000d000000c0,False,12253,288.0,5104,6861.0,2.4,41.7,56.0
Boki,latency-dist,009a00110000003f,False,15055,383.0,8314,6358.0,2.5,55.2,42.2
Boki,latency-dist,0053000d00000120,False,6386,336.0,4569,1481.0,5.3,71.5,23.2
Boki,latency-dist,0053000e0000009d,False,6961,288.0,3953,2720.0,4.1,56.8,39.1
Boki,latency-dist,0053000d00000121,False,8284,291.0,2533,5460.0,3.5,30.6,65.9
Boki,latency-dist,009a000f0000003b,False,8411,263.0,5067,3081.0,3.1,60.2,36.6
Boki,latency-dist,0053000e0000009e,False,9126,179.0,2778,6169.0,2.0,30.4,67.6
Boki,latency-dist,0053000d00000122,False,9197,208.0,1713,7276.0,2.3,18.6,79.1
Boki,latency-dist,009a001100000040,False,11338,296.0,9078,1964.0,2.6,80.1,17.3
Boki,latency-dist,009a000e00000040,False,10543,278.0,8088,2177.0,2.6,76.7,20.6
Boki,latency-dist,009a001000000043,False,10351,265.0,7625,2461.0,2.6,73.7,23.8
Boki,latency-dist,009a000d000000c1,False,11808,201.0,9095,2512.0,1.7,77.0,21.3
Boki,latency-dist,0053000d00000123,False,2952,197.0,1571,1184.0,6.7,53.2,40.1
Boki,latency-dist,0053000d00000124,False,7030,398.0,5063,1569.0,5.7,72.0,22.3
Boki,latency-dist,0053000e0000009f,False,8933,182.0,4230,4521.0,2.0,47.4,50.6
Boki,latency-dist,0053000d00000125,False,8685,179.0,1306,7200.0,2.1,15.0,82.9
Boki,latency-dist,0053000e000000a0,False,8287,161.0,1651,6475.0,1.9,19.9,78.1
Boki,latency-dist,009a000d000000c2,False,10733,406.0,7875,2452.0,3.8,73.4,22.8
Boki,latency-dist,009a001000000044,False,10720,367.0,8335,2018.0,3.4,77.8,18.8
Boki,latency-dist,009a000e00000041,False,11267,225.0,8776,2266.0,2.0,77.9,20.1
Boki,latency-dist,009a001100000041,False,13170,209.0,7810,5151.0,1.6,59.3,39.1
Boki,latency-dist,009a000f0000003c,False,12713,442.0,8250,4021.0,3.5,64.9,31.6
Boki,latency-dist,0053000e000000a1,False,5317,359.0,1843,3115.0,6.8,34.7,58.6
Boki,latency-dist,0053000d00000126,False,5720,207.0,2146,3367.0,3.6,37.5,58.9
Boki,latency-dist,0053000e000000a2,False,6837,291.0,2003,4543.0,4.3,29.3,66.4
Boki,latency-dist,0053000d00000127,False,7816,231.0,3030,4555.0,3.0,38.8,58.3
Boki,latency-dist,0053000e000000a3,False,7791,264.0,2998,4529.0,3.4,38.5,58.1
Boki,latency-dist,009a000f0000003d,False,10221,191.0,6900,3130.0,1.9,67.5,30.6
Boki,latency-dist,009a001100000042,False,11439,295.0,7106,4038.0,2.6,62.1,35.3
Boki,latency-dist,009a000d000000c3,False,9940,254.0,5162,4524.0,2.6,51.9,45.5
Boki,latency-dist,009a001000000045,False,10894,202.0,6014,4678.0,1.9,55.2,42.9
Boki,latency-dist,009a000e00000042,False,11859,178.0,6591,5090.0,1.5,55.6,42.9
Boki,latency-dist,0053000e000000a4,False,4493,370.0,1810,2313.0,8.2,40.3,51.5
Boki,latency-dist,0053000d00000128,False,3972,344.0,1803,1825.0,8.7,45.4,45.9
Boki,latency-dist,0053000e000000a5,False,5831,395.0,2304,3132.0,6.8,39.5,53.7
Boki,latency-dist,0053000d00000129,False,7249,182.0,3962,3105.0,2.5,54.7,42.8
Boki,latency-dist,0053000e000000a6,False,7348,194.0,2448,4706.0,2.6,33.3,64.0
Boki,latency-dist,009a000e00000043,False,10440,170.0,8231,2039.0,1.6,78.8,19.5
Boki,latency-dist,009a001000000046,False,11070,200.0,8696,2174.0,1.8,78.6,19.6
Boki,latency-dist,009a000f0000003e,False,10386,233.0,7074,3079.0,2.2,68.1,29.6
Boki,latency-dist,009a000d000000c4,False,12601,276.0,8411,3914.0,2.2,66.7,31.1
Boki,latency-dist,009a001100000043,False,12432,177.0,9040,3215.0,1.4,72.7,25.9
Boki,latency-dist,0053000d0000012a,False,6822,239.0,4098,2485.0,3.5,60.1,36.4
Boki,latency-dist,0053000e000000a7,False,6530,224.0,4390,1916.0,3.4,67.2,29.3
Boki,latency-dist,0053000d0000012b,False,7896,193.0,2552,5151.0,2.4,32.3,65.2
Boki,latency-dist,0053000e000000a8,False,9103,360.0,2939,5804.0,4.0,32.3,63.8
Boki,latency-dist,009a001000000047,False,10914,426.0,6426,4062.0,3.9,58.9,37.2
Boki,latency-dist,009a001100000044,False,11582,234.0,8959,2389.0,2.0,77.4,20.6
Boki,latency-dist,0053000d0000012c,False,9456,190.0,1626,7640.0,2.0,17.2,80.8
Boki,latency-dist,009a000e00000044,False,9964,346.0,6480,3138.0,3.5,65.0,31.5
Boki,latency-dist,009a000f0000003f,False,10580,209.0,7993,2378.0,2.0,75.5,22.5
Boki,latency-dist,009a000d000000c5,False,12422,264.0,8817,3341.0,2.1,71.0,26.9
Boki,latency-dist,0053000e000000a9,False,6628,209.0,4212,2207.0,3.2,63.5,33.3
Boki,latency-dist,0053000d0000012d,False,6804,395.0,4507,1902.0,5.8,66.2,28.0
Boki,latency-dist,0053000e000000aa,False,9593,265.0,3180,6148.0,2.8,33.1,64.1
Boki,latency-dist,0053000d0000012e,False,8613,190.0,3145,5278.0,2.2,36.5,61.3
Boki,latency-dist,009a000f00000040,False,11512,276.0,8228,3008.0,2.4,71.5,26.1
Boki,latency-dist,0053000e000000ab,False,9858,321.0,1404,8133.0,3.3,14.2,82.5
Boki,latency-dist,009a001000000048,False,11155,186.0,7049,3920.0,1.7,63.2,35.1
Boki,latency-dist,009a000e00000045,False,11441,356.0,7948,3137.0,3.1,69.5,27.4
Boki,latency-dist,009a000d000000c6,False,12849,238.0,9938,2673.0,1.9,77.3,20.8
Boki,latency-dist,009a001100000045,False,11200,212.0,7773,3215.0,1.9,69.4,28.7
Boki,latency-dist,0053000e000000ac,False,4829,175.0,1624,3030.0,3.6,33.6,62.7
Boki,latency-dist,0053000d0000012f,False,4807,189.0,1636,2982.0,3.9,34.0,62.0
Boki,latency-dist,0053000d00000130,False,5988,192.0,2074,3722.0,3.2,34.6,62.2
Boki,latency-dist,0053000e000000ad,False,6437,366.0,3510,2561.0,5.7,54.5,39.8
Boki,latency-dist,0053000e000000ae,False,7505,205.0,2448,4852.0,2.7,32.6,64.7
Boki,latency-dist,009a001100000046,False,11396,200.0,8955,2241.0,1.8,78.6,19.7
Boki,latency-dist,009a000e00000046,False,11384,192.0,8453,2739.0,1.7,74.3,24.1
Boki,latency-dist,009a000d000000c7,False,12631,242.0,9444,2945.0,1.9,74.8,23.3
Boki,latency-dist,009a001000000049,False,11994,239.0,7245,4510.0,2.0,60.4,37.6
Boki,latency-dist,009a000f00000041,False,11785,194.0,7283,4308.0,1.6,61.8,36.6
Boki,latency-dist,0053000e000000af,False,3587,263.0,1795,1529.0,7.3,50.0,42.6
Boki,latency-dist,0053000d00000131,False,5012,435.0,2575,2002.0,8.7,51.4,39.9
Boki,latency-dist,0053000e000000b0,False,5312,201.0,2130,2981.0,3.8,40.1,56.1
Boki,latency-dist,0053000d00000132,False,6972,195.0,2167,4610.0,2.8,31.1,66.1
Boki,latency-dist,0053000e000000b1,False,6805,180.0,1768,4857.0,2.6,26.0,71.4
Boki,latency-dist,009a00100000004a,False,9545,252.0,6969,2324.0,2.6,73.0,24.3
Boki,latency-dist,009a000d000000c8,False,10041,187.0,6172,3682.0,1.9,61.5,36.7
Boki,latency-dist,009a000e00000047,False,10189,217.0,6425,3547.0,2.1,63.1,34.8
Boki,latency-dist,009a000f00000042,False,12666,261.0,9530,2875.0,2.1,75.2,22.7
Boki,latency-dist,009a001100000047,False,12706,332.0,6941,5433.0,2.6,54.6,42.8
Boki,latency-dist,0053000e000000b2,False,5140,286.0,2431,2423.0,5.6,47.3,47.1
Boki,latency-dist,0053000d00000133,False,5659,255.0,2776,2628.0,4.5,49.1,46.4
Boki,latency-dist,0053000e000000b3,False,6381,225.0,1984,4172.0,3.5,31.1,65.4
Boki,latency-dist,0053000d00000134,False,7335,199.0,2768,4368.0,2.7,37.7,59.6
Boki,latency-dist,0053000e000000b4,False,7497,213.0,2376,4908.0,2.8,31.7,65.5
Boki,latency-dist,009a001100000048,False,12544,267.0,8898,3379.0,2.1,70.9,26.9
Boki,latency-dist,009a00100000004b,False,10973,211.0,5063,5699.0,1.9,46.1,51.9
Boki,latency-dist,009a000e00000048,False,11644,185.0,7406,4053.0,1.6,63.6,34.8
Boki,latency-dist,009a000f00000043,False,12533,204.0,8377,3952.0,1.6,66.8,31.5
Boki,latency-dist,009a000d000000c9,False,12799,242.0,8431,4126.0,1.9,65.9,32.2
Boki,latency-dist,0053000d00000135,False,6049,206.0,3456,2387.0,3.4,57.1,39.5
Boki,latency-dist,0053000e000000b5,False,7426,378.0,4662,2386.0,5.1,62.8,32.1
Boki,latency-dist,0053000e000000b6,False,8837,210.0,3466,5161.0,2.4,39.2,58.4
Boki,latency-dist,0053000d00000136,False,8031,248.0,3113,4670.0,3.1,38.8,58.1
Boki,latency-dist,009a000d000000ca,False,11709,204.0,8680,2825.0,1.7,74.1,24.1
Boki,latency-dist,009a000f00000044,False,11017,271.0,6875,3871.0,2.5,62.4,35.1
Boki,latency-dist,0053000d00000137,False,9700,259.0,1476,7965.0,2.7,15.2,82.1
Boki,latency-dist,009a000e00000049,False,12226,208.0,8858,3160.0,1.7,72.5,25.8
Boki,latency-dist,009a001100000049,False,11366,222.0,7727,3417.0,2.0,68.0,30.1
Boki,latency-dist,009a00100000004c,False,16763,195.0,10014,6554.0,1.2,59.7,39.1
Boki,latency-dist,0053000e000000b7,False,6110,166.0,3939,2005.0,2.7,64.5,32.8
Boki,latency-dist,0053000d00000138,False,7271,206.0,5452,1613.0,2.8,75.0,22.2
Boki,latency-dist,0053000e000000b8,False,8469,430.0,3042,4997.0,5.1,35.9,59.0
Boki,latency-dist,0053000d00000139,False,8262,213.0,3008,5041.0,2.6,36.4,61.0
Boki,latency-dist,009a000d000000cb,False,9370,454.0,6394,2522.0,4.8,68.2,26.9
Boki,latency-dist,009a000f00000045,False,9269,369.0,6235,2665.0,4.0,67.3,28.8
Boki,latency-dist,0053000e000000b9,False,9221,278.0,1523,7420.0,3.0,16.5,80.5
Boki,latency-dist,009a00100000004d,False,12398,277.0,9665,2456.0,2.2,78.0,19.8
Boki,latency-dist,009a00110000004a,False,11737,188.0,8858,2691.0,1.6,75.5,22.9
Boki,latency-dist,009a000e0000004a,False,11465,260.0,8221,2984.0,2.3,71.7,26.0
Boki,latency-dist,0053000e000000ba,False,3759,262.0,1479,2018.0,7.0,39.3,53.7
Boki,latency-dist,0053000e000000bb,False,7948,193.0,4398,3357.0,2.4,55.3,42.2
Boki,latency-dist,0053000d0000013a,False,8440,332.0,5636,2472.0,3.9,66.8,29.3
Boki,latency-dist,009a000e0000004b,False,10886,239.0,8483,2164.0,2.2,77.9,19.9
Boki,latency-dist,0053000e000000bc,False,10727,292.0,2368,8067.0,2.7,22.1,75.2
Boki,latency-dist,0053000d0000013b,False,9503,376.0,2475,6652.0,4.0,26.0,70.0
Boki,latency-dist,009a000f00000046,False,10224,257.0,6808,3159.0,2.5,66.6,30.9
Boki,latency-dist,009a000d000000cc,False,11321,275.0,5979,5067.0,2.4,52.8,44.8
Boki,latency-dist,009a00100000004e,False,13033,236.0,8067,4730.0,1.8,61.9,36.3
Boki,latency-dist,009a00110000004b,False,12194,605.0,7838,3751.0,5.0,64.3,30.8
Boki,latency-dist,0053000e000000bd,False,6509,203.0,1171,5135.0,3.1,18.0,78.9
Boki,latency-dist,0053000d0000013c,False,10075,291.0,8637,1147.0,2.9,85.7,11.4
Boki,latency-dist,0053000e000000be,False,8469,199.0,3211,5059.0,2.3,37.9,59.7
Boki,latency-dist,0053000e000000bf,False,10590,385.0,1320,8885.0,3.6,12.5,83.9
Boki,latency-dist,0053000d0000013d,False,10609,184.0,1829,8596.0,1.7,17.2,81.0
Boki,latency-dist,009a00110000004c,False,13110,283.0,10720,2107.0,2.2,81.8,16.1
Boki,latency-dist,009a000d000000cd,False,13139,269.0,8692,4178.0,2.0,66.2,31.8
Boki,latency-dist,009a00100000004f,False,14016,170.0,11238,2608.0,1.2,80.2,18.6
Boki,latency-dist,009a000f00000047,False,13431,188.0,8451,4792.0,1.4,62.9,35.7
Boki,latency-dist,009a000e0000004c,False,12876,198.0,8007,4671.0,1.5,62.2,36.3
Boki,latency-dist,0053000d0000013e,False,4400,234.0,1143,3023.0,5.3,26.0,68.7
Boki,latency-dist,0053000e000000c0,False,4785,206.0,1126,3453.0,4.3,23.5,72.2
Boki,latency-dist,0053000d0000013f,False,5700,205.0,2299,3196.0,3.6,40.3,56.1
Boki,latency-dist,0053000d00000140,False,5351,199.0,1261,3891.0,3.7,23.6,72.7
Boki,latency-dist,0053000d00000141,False,6766,326.0,2460,3980.0,4.8,36.4,58.8
Boki,latency-dist,009a001000000050,False,9143,205.0,6928,2010.0,2.2,75.8,22.0
Boki,latency-dist,009a000e0000004d,False,10758,201.0,6524,4033.0,1.9,60.6,37.5
Boki,latency-dist,009a000d000000ce,False,11397,185.0,6870,4342.0,1.6,60.3,38.1
Boki,latency-dist,009a000f00000048,False,12595,198.0,10045,2352.0,1.6,79.8,18.7
Boki,latency-dist,009a00110000004d,False,11443,196.0,6224,5023.0,1.7,54.4,43.9
Boki,latency-dist,0053000d00000142,False,4997,196.0,1908,2893.0,3.9,38.2,57.9
Boki,latency-dist,0053000e000000c1,False,6205,467.0,2202,3536.0,7.5,35.5,57.0
Boki,latency-dist,0053000d00000143,False,5421,201.0,1688,3532.0,3.7,31.1,65.2
Boki,latency-dist,0053000e000000c2,False,6886,313.0,3265,3308.0,4.5,47.4,48.0
Boki,latency-dist,009a000d000000cf,False,9260,264.0,6762,2234.0,2.9,73.0,24.1
Boki,latency-dist,0053000d00000144,False,8024,237.0,2875,4912.0,3.0,35.8,61.2
Boki,latency-dist,009a00110000004e,False,11108,592.0,8755,1761.0,5.3,78.8,15.9
Boki,latency-dist,009a000f00000049,False,11421,398.0,7415,3608.0,3.5,64.9,31.6
Boki,latency-dist,009a000e0000004e,False,11501,198.0,6705,4598.0,1.7,58.3,40.0
Boki,latency-dist,009a001000000051,False,11254,336.0,6701,4217.0,3.0,59.5,37.5
Boki,latency-dist,0053000d00000145,False,5108,380.0,1020,3708.0,7.4,20.0,72.6
Boki,latency-dist,0053000d00000146,False,6615,427.0,3693,2495.0,6.5,55.8,37.7
Boki,latency-dist,0053000e000000c3,False,5465,291.0,3770,1404.0,5.3,69.0,25.7
Boki,latency-dist,0053000e000000c4,False,8426,349.0,2487,5590.0,4.1,29.5,66.3
Boki,latency-dist,009a001000000052,False,10904,177.0,8379,2348.0,1.6,76.8,21.5
Boki,latency-dist,0053000d00000147,False,10028,193.0,2960,6875.0,1.9,29.5,68.6
Boki,latency-dist,009a000e0000004f,False,11008,220.0,8405,2383.0,2.0,76.4,21.6
Boki,latency-dist,009a000f0000004a,False,10353,187.0,7403,2763.0,1.8,71.5,26.7
Boki,latency-dist,009a00110000004f,False,12386,184.0,6452,5750.0,1.5,52.1,46.4
Boki,latency-dist,009a000d000000d0,False,12614,201.0,6807,5606.0,1.6,54.0,44.4
Boki,latency-dist,0053000d00000148,False,4032,215.0,2157,1660.0,5.3,53.5,41.2
Boki,latency-dist,0053000e000000c5,False,5909,207.0,3684,2018.0,3.5,62.3,34.2
Boki,latency-dist,0053000d00000149,False,7188,266.0,2370,4552.0,3.7,33.0,63.3
Boki,latency-dist,0053000e000000c6,False,7519,193.0,2347,4979.0,2.6,31.2,66.2
Boki,latency-dist,0053000d0000014a,False,8855,284.0,2594,5977.0,3.2,29.3,67.5
Boki,latency-dist,009a001100000050,False,11473,257.0,9188,2028.0,2.2,80.1,17.7
Boki,latency-dist,009a000f0000004b,False,10648,174.0,7394,3080.0,1.6,69.4,28.9
Boki,latency-dist,009a001000000053,False,11327,183.0,6239,4905.0,1.6,55.1,43.3
Boki,latency-dist,009a000d000000d1,False,12838,245.0,10766,1827.0,1.9,83.9,14.2
Boki,latency-dist,009a000e00000050,False,10936,231.0,7067,3638.0,2.1,64.6,33.3
Boki,latency-dist,0053000d0000014b,False,4439,283.0,2835,1321.0,6.4,63.9,29.8
Boki,latency-dist,0053000e000000c7,False,6883,197.0,4331,2355.0,2.9,62.9,34.2
Boki,latency-dist,0053000d0000014c,False,6257,176.0,3363,2718.0,2.8,53.7,43.4
Boki,latency-dist,0053000d0000014d,False,7771,167.0,1914,5690.0,2.1,24.6,73.2
Boki,latency-dist,0053000e000000c8,False,9329,204.0,3603,5522.0,2.2,38.6,59.2
Boki,latency-dist,009a000f0000004c,False,13337,287.0,9105,3945.0,2.2,68.3,29.6
Boki,latency-dist,009a000d000000d2,False,14074,245.0,11081,2748.0,1.7,78.7,19.5
Boki,latency-dist,009a001100000051,False,13308,253.0,9984,3071.0,1.9,75.0,23.1
Boki,latency-dist,009a001000000054,False,15097,272.0,12173,2652.0,1.8,80.6,17.6
Boki,latency-dist,009a000e00000051,False,13967,198.0,11742,2027.0,1.4,84.1,14.5
Boki,latency-dist,0053000d0000014e,False,6546,228.0,3465,2853.0,3.5,52.9,43.6
Boki,latency-dist,0053000e000000c9,False,6816,527.0,4850,1439.0,7.7,71.2,21.1
Boki,latency-dist,0053000e000000ca,False,9129,393.0,3451,5285.0,4.3,37.8,57.9
Boki,latency-dist,0053000d0000014f,False,9628,195.0,3580,5853.0,2.0,37.2,60.8
Boki,latency-dist,009a001000000055,False,10112,295.0,6684,3133.0,2.9,66.1,31.0
Boki,latency-dist,009a000e00000052,False,12867,229.0,10346,2292.0,1.8,80.4,17.8
Boki,latency-dist,0053000d00000150,False,11021,201.0,2302,8518.0,1.8,20.9,77.3
Boki,latency-dist,009a000f0000004d,False,11016,191.0,7272,3553.0,1.7,66.0,32.3
Boki,latency-dist,009a001100000052,False,12280,205.0,8873,3202.0,1.7,72.3,26.1
Boki,latency-dist,009a000d000000d3,False,13425,183.0,10186,3056.0,1.4,75.9,22.8
Boki,latency-dist,0053000e000000cb,False,6175,196.0,2329,3650.0,3.2,37.7,59.1
Boki,latency-dist,0053000d00000151,False,5675,199.0,3039,2437.0,3.5,53.6,42.9
Boki,latency-dist,0053000e000000cc,False,7908,212.0,2244,5452.0,2.7,28.4,68.9
Boki,latency-dist,0053000d00000152,False,7604,193.0,2250,5161.0,2.5,29.6,67.9
Boki,latency-dist,0053000e000000cd,False,7500,173.0,1142,6185.0,2.3,15.2,82.5
Boki,latency-dist,009a000d000000d4,False,10410,340.0,8170,1900.0,3.3,78.5,18.3
Boki,latency-dist,009a001100000053,False,10643,204.0,6778,3661.0,1.9,63.7,34.4
Boki,latency-dist,009a000f0000004e,False,9576,194.0,6295,3087.0,2.0,65.7,32.2
Boki,latency-dist,009a001000000056,False,10122,193.0,5132,4797.0,1.9,50.7,47.4
Boki,latency-dist,009a000e00000053,False,11977,190.0,7996,3791.0,1.6,66.8,31.7
Boki,latency-dist,0053000d00000153,False,5694,275.0,1540,3879.0,4.8,27.0,68.1
Boki,latency-dist,0053000e000000ce,False,6646,389.0,2084,4173.0,5.9,31.4,62.8
Boki,latency-dist,0053000d00000154,False,6256,178.0,1704,4374.0,2.8,27.2,69.9
Boki,latency-dist,009a000e00000054,False,9402,191.0,6333,2878.0,2.0,67.4,30.6
Boki,latency-dist,0053000d00000155,False,8247,182.0,2892,5173.0,2.2,35.1,62.7
Boki,latency-dist,0053000e000000cf,False,7852,192.0,2593,5067.0,2.4,33.0,64.5
Boki,latency-dist,009a000d000000d5,False,10351,195.0,5248,4908.0,1.9,50.7,47.4
Boki,latency-dist,009a001000000057,False,12054,301.0,7007,4746.0,2.5,58.1,39.4
Boki,latency-dist,009a000f0000004f,False,10915,200.0,6740,3975.0,1.8,61.7,36.4
Boki,latency-dist,009a001100000054,False,10623,191.0,4638,5794.0,1.8,43.7,54.5
Boki,latency-dist,0053000e000000d0,False,6109,185.0,1152,4772.0,3.0,18.9,78.1
Boki,latency-dist,0053000d00000156,False,6341,187.0,2524,3630.0,2.9,39.8,57.2
Boki,latency-dist,0053000e000000d1,False,5778,188.0,1201,4389.0,3.3,20.8,76.0
Boki,latency-dist,0053000e000000d2,False,7263,177.0,2959,4127.0,2.4,40.7,56.8
